id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN3066,Mount Fuji Retreat,Fukuoka,67,Standard,15000,"Free Breakfast, Onsen, Fitness Center",Room Only,,True,873,255,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN3067,Shibuya Plaza,Fukuoka,119,Premium,20000,"Spa, Fitness Center, Onsen, Room Service, Bar, Business Center",Bed & Breakfast,Jain,True,4859,99,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,11:00
JPN3068,Nara Zen Lodge,Hiroshima,50,Budget,6000,"Parking, Business Center, Restaurant, Onsen, Bar",Room Only,,False,1145,548,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,12:00
JPN3069,Kyoto Serenity,Hiroshima,62,Premium,30000,"Wi-Fi, Bar, Fitness Center",Half Board,Vegan,True,2387,503,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN3070,Mount Fuji Retreat,Hiroshima,287,Luxury,36000,"Pet-friendly, Business Center, Bar, Room Service",Full Board,Veg,False,3245,582,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,14:00,12:00
JPN3071,Kyoto Serenity,Sapporo,277,Standard,18000,"Free Breakfast, Spa, Restaurant",All-Inclusive,Non Veg,False,3575,707,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,11:00
JPN3072,Mount Fuji Retreat,Tokyo,156,Standard,15000,"Fitness Center, Wi-Fi, Bar, Restaurant",All-Inclusive,Both,True,2829,718,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,10:00
JPN3073,Tokyo Tower Inn,Fukuoka,118,Premium,29000,"Parking, Restaurant, Business Center, Free Breakfast, Pet-friendly, Fitness Center",Room Only,,True,3177,562,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,11:00
JPN3074,Tokyo Tower Inn,Nagoya,213,Standard,18000,"Room Service, Wi-Fi, Fitness Center, Pet-friendly, Spa",Room Only,,False,747,618,3,A comfortable and convenient hotel offering excellent services and amenities.,1 km,16:00,12:00
JPN3075,Shibuya Plaza,Kobe,233,Budget,9000,"Parking, Restaurant, Pet-friendly",Room Only,,True,4907,677,5,A comfortable and convenient hotel offering excellent services and amenities.,4 km,15:00,11:00
JPN3076,Shibuya Plaza,Fukuoka,256,Budget,12000,"Fitness Center, Pet-friendly, Restaurant, Room Service, Free Breakfast, Onsen",Bed & Breakfast,Non veg without Beef,True,853,387,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,16:00,12:00
JPN3077,Osaka Bay Resort,Fukuoka,289,Budget,6000,"Business Center, Onsen, Bar, Room Service, Fitness Center",Half Board,Veg,True,322,59,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN3078,Tokyo Tower Inn,Sapporo,130,Budget,11000,"Spa, Wi-Fi, Room Service, Fitness Center, Bar, Parking",Room Only,,True,1158,387,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,12:00
JPN3079,Osaka Bay Resort,Sapporo,184,Standard,15000,"Room Service, Parking, Business Center, Restaurant",All-Inclusive,Both,False,3106,139,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN3080,Tokyo Tower Inn,Yokohama,35,Standard,16000,"Parking, Bar, Free Breakfast",Half Board,Non Veg,False,3264,831,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,11:00
JPN3081,Nara Zen Lodge,Hiroshima,215,Premium,28000,"Spa, Bar, Room Service",Full Board,Vegan,True,4078,142,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN3082,Osaka Bay Resort,Fukuoka,177,Luxury,32000,"Free Breakfast, Pet-friendly, Fitness Center, Restaurant",Room Only,,False,2731,66,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN3083,Nara Zen Lodge,Nara,118,Premium,27000,"Restaurant, Pet-friendly, Onsen, Free Breakfast",Bed & Breakfast,Non Veg,True,2472,956,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN3084,Hotel Sakura,Hiroshima,285,Standard,17000,"Business Center, Fitness Center, Free Breakfast",Half Board,Veg,True,4278,717,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN3085,Mount Fuji Retreat,Osaka,13,Standard,19000,"Pet-friendly, Fitness Center, Bar, Wi-Fi, Business Center",Full Board,Both,False,4446,306,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN3086,Shibuya Plaza,Yokohama,261,Premium,22000,"Fitness Center, Onsen, Free Breakfast, Pet-friendly, Restaurant",Bed & Breakfast,Both,False,895,771,3,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,12:00
JPN3087,Nara Zen Lodge,Sapporo,189,Budget,5000,"Fitness Center, Pet-friendly, Bar, Parking, Business Center, Wi-Fi",Bed & Breakfast,Non Veg,True,2522,792,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN3088,Hotel Sakura,Yokohama,187,Premium,29000,"Pet-friendly, Room Service, Spa, Bar, Free Breakfast, Onsen",Bed & Breakfast,Non veg without Beef,True,135,255,2,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,11:00
JPN3089,Hotel Sakura,Yokohama,207,Standard,19000,"Restaurant, Free Breakfast, Bar, Business Center, Wi-Fi, Spa",All-Inclusive,Jain,True,1982,668,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,12:00
JPN3090,Hotel Sakura,Nagoya,69,Standard,15000,"Wi-Fi, Room Service, Onsen, Restaurant, Fitness Center",All-Inclusive,Non Veg,True,4132,604,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,12:00
JPN3091,Kyoto Serenity,Nagoya,53,Standard,12000,"Free Breakfast, Room Service, Fitness Center, Bar",Half Board,Veg,True,4006,972,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,12:00
JPN3092,Hotel Sakura,Kyoto,127,Standard,20000,"Spa, Wi-Fi, Room Service, Fitness Center",Full Board,Non veg without Beef,False,2830,660,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,15:00,11:00
JPN3093,Kyoto Serenity,Nagoya,246,Premium,29000,"Pet-friendly, Restaurant, Fitness Center, Business Center, Parking",Bed & Breakfast,Both,True,522,971,2,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,12:00
JPN3094,Mount Fuji Retreat,Yokohama,95,Premium,26000,"Fitness Center, Bar, Spa, Restaurant, Wi-Fi, Free Breakfast",Full Board,Both,True,4769,63,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,11:00
JPN3095,Shibuya Plaza,Kobe,292,Budget,12000,"Wi-Fi, Onsen, Pet-friendly",Bed & Breakfast,Non Veg,False,2013,94,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,11:00
JPN3096,Hotel Sakura,Osaka,130,Budget,9000,"Restaurant, Room Service, Spa, Parking, Fitness Center",Full Board,Jain,False,2939,586,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,15:00,11:00
JPN3097,Osaka Bay Resort,Nagoya,221,Budget,8000,"Parking, Room Service, Onsen",Full Board,Jain,False,2995,792,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,14:00,10:00
JPN3098,Nara Zen Lodge,Hiroshima,171,Budget,11000,"Wi-Fi, Business Center, Restaurant",Bed & Breakfast,Jain,True,3430,555,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,12:00
JPN3099,Shibuya Plaza,Tokyo,109,Premium,30000,"Room Service, Bar, Pet-friendly",Room Only,,True,1999,830,4,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,12:00
JPN3100,Nara Zen Lodge,Nagoya,196,Premium,21000,"Bar, Room Service, Fitness Center",Bed & Breakfast,Vegan,True,4600,551,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,12:00
JPN3101,Nara Zen Lodge,Osaka,236,Budget,12000,"Parking, Restaurant, Free Breakfast",Room Only,,True,1851,401,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,11:00
JPN3102,Mount Fuji Retreat,Kyoto,151,Luxury,31000,"Restaurant, Pet-friendly, Onsen, Bar, Spa",All-Inclusive,Vegan,False,1341,743,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,15:00,11:00
JPN3103,Osaka Bay Resort,Fukuoka,238,Standard,15000,"Parking, Bar, Wi-Fi, Free Breakfast, Restaurant",All-Inclusive,Non veg without Beef,True,2683,843,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN3104,Nara Zen Lodge,Osaka,6,Standard,17000,"Parking, Restaurant, Fitness Center",Full Board,Non Veg,True,1974,229,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,15:00,10:00
JPN3105,Tokyo Tower Inn,Kyoto,266,Premium,29000,"Fitness Center, Onsen, Spa, Parking, Free Breakfast",Room Only,,False,764,207,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,15:00,10:00
JPN3106,Mount Fuji Retreat,Kyoto,207,Premium,25000,"Bar, Restaurant, Spa",Half Board,Veg,True,2976,697,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,10:00
JPN3107,Hotel Sakura,Nara,177,Budget,10000,"Pet-friendly, Bar, Restaurant, Free Breakfast",Full Board,Non veg without Beef,True,3438,708,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,16:00,12:00
JPN3108,Tokyo Tower Inn,Nara,274,Standard,19000,"Spa, Free Breakfast, Fitness Center, Room Service",Room Only,,True,3240,656,5,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,11:00
JPN3109,Osaka Bay Resort,Osaka,173,Premium,26000,"Restaurant, Free Breakfast, Room Service, Wi-Fi, Onsen, Bar",All-Inclusive,Both,False,4044,345,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,12:00
JPN3110,Shibuya Plaza,Kyoto,191,Standard,18000,"Onsen, Pet-friendly, Restaurant, Room Service",Half Board,Veg,True,903,582,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,12:00
JPN3111,Mount Fuji Retreat,Hiroshima,129,Standard,20000,"Room Service, Onsen, Free Breakfast, Pet-friendly",All-Inclusive,Both,True,3287,998,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,12:00
JPN3112,Shibuya Plaza,Osaka,299,Premium,22000,"Restaurant, Free Breakfast, Room Service, Onsen, Spa",All-Inclusive,Veg,False,1951,897,4,A comfortable and convenient hotel offering excellent services and amenities.,11 km,15:00,11:00
JPN3113,Hotel Sakura,Hiroshima,16,Standard,19000,"Business Center, Parking, Room Service, Free Breakfast, Bar, Pet-friendly",Full Board,Vegan,False,3198,203,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,11:00
JPN3114,Hotel Sakura,Fukuoka,241,Budget,12000,"Fitness Center, Parking, Bar, Pet-friendly, Free Breakfast, Wi-Fi",Half Board,Veg,False,935,530,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,12:00
JPN3115,Kyoto Serenity,Nagoya,239,Budget,12000,"Free Breakfast, Wi-Fi, Parking, Pet-friendly, Room Service, Onsen",Full Board,Jain,True,4479,23,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,10:00
JPN3116,Nara Zen Lodge,Hiroshima,266,Budget,7000,"Pet-friendly, Room Service, Parking, Business Center, Bar, Spa",All-Inclusive,Non veg without Beef,True,2021,181,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,12:00
JPN3117,Hotel Sakura,Nagoya,54,Standard,16000,"Room Service, Business Center, Parking",All-Inclusive,Vegan,False,360,78,5,A comfortable and convenient hotel offering excellent services and amenities.,12 km,14:00,10:00
JPN3118,Tokyo Tower Inn,Sapporo,83,Luxury,58000,"Wi-Fi, Parking, Fitness Center",Room Only,,False,1456,277,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN3119,Osaka Bay Resort,Hiroshima,16,Budget,9000,"Spa, Wi-Fi, Parking, Room Service",Full Board,Veg,True,1247,45,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN3120,Shibuya Plaza,Yokohama,31,Premium,27000,"Pet-friendly, Onsen, Free Breakfast",All-Inclusive,Non veg without Beef,True,4387,34,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,11:00
JPN3121,Tokyo Tower Inn,Hiroshima,223,Budget,6000,"Restaurant, Business Center, Spa, Wi-Fi, Free Breakfast",Bed & Breakfast,Vegan,True,658,685,3,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN3122,Kyoto Serenity,Tokyo,286,Premium,24000,"Parking, Room Service, Onsen, Business Center, Pet-friendly, Free Breakfast",Half Board,Non Veg,True,1635,335,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN3123,Hotel Sakura,Hiroshima,289,Premium,20000,"Restaurant, Free Breakfast, Spa, Room Service, Fitness Center, Pet-friendly",Room Only,,True,1555,803,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN3124,Shibuya Plaza,Kyoto,218,Premium,29000,"Onsen, Wi-Fi, Parking, Spa",Half Board,Jain,True,1547,272,5,A comfortable and convenient hotel offering excellent services and amenities.,16 km,16:00,11:00
JPN3125,Tokyo Tower Inn,Kobe,117,Premium,20000,"Pet-friendly, Wi-Fi, Business Center, Parking, Bar",Room Only,,True,2194,148,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN3126,Osaka Bay Resort,Kobe,55,Luxury,36000,"Restaurant, Wi-Fi, Pet-friendly, Free Breakfast, Room Service, Business Center",All-Inclusive,Non veg without Beef,True,2680,826,4,A comfortable and convenient hotel offering excellent services and amenities.,19 km,15:00,11:00
JPN3127,Shibuya Plaza,Yokohama,140,Premium,22000,"Free Breakfast, Restaurant, Pet-friendly, Onsen, Parking",All-Inclusive,Jain,False,227,459,2,A comfortable and convenient hotel offering excellent services and amenities.,3 km,15:00,12:00
JPN3128,Nara Zen Lodge,Yokohama,276,Budget,10000,"Wi-Fi, Fitness Center, Business Center, Spa, Parking",All-Inclusive,Jain,True,451,313,3,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
JPN3129,Mount Fuji Retreat,Kobe,147,Budget,5000,"Wi-Fi, Onsen, Restaurant, Pet-friendly, Bar, Parking",All-Inclusive,Jain,True,2091,129,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN3130,Tokyo Tower Inn,Yokohama,62,Luxury,52000,"Restaurant, Free Breakfast, Room Service",All-Inclusive,Non Veg,True,2242,119,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,11:00
JPN3131,Kyoto Serenity,Tokyo,73,Premium,22000,"Spa, Pet-friendly, Restaurant, Free Breakfast, Onsen, Parking",Room Only,,True,1074,347,4,A comfortable and convenient hotel offering excellent services and amenities.,2 km,15:00,12:00
JPN3132,Osaka Bay Resort,Nara,130,Budget,10000,"Spa, Pet-friendly, Free Breakfast, Business Center, Room Service",Bed & Breakfast,Veg,True,2558,826,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN3133,Mount Fuji Retreat,Sapporo,153,Premium,26000,"Restaurant, Fitness Center, Room Service",Full Board,Vegan,False,1749,862,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN3134,Osaka Bay Resort,Kyoto,116,Premium,29000,"Parking, Onsen, Pet-friendly",Bed & Breakfast,Both,False,4110,858,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN3135,Osaka Bay Resort,Yokohama,26,Premium,20000,"Fitness Center, Business Center, Room Service, Onsen",Full Board,Non veg without Beef,False,489,901,2,A comfortable and convenient hotel offering excellent services and amenities.,2 km,16:00,10:00
JPN3136,Hotel Sakura,Kyoto,237,Luxury,56000,"Room Service, Parking, Fitness Center, Wi-Fi",All-Inclusive,Both,True,505,200,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,10:00
JPN3137,Hotel Sakura,Yokohama,219,Luxury,60000,"Pet-friendly, Wi-Fi, Free Breakfast, Business Center",All-Inclusive,Non veg without Beef,False,1835,175,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN3138,Mount Fuji Retreat,Nagoya,16,Budget,5000,"Free Breakfast, Room Service, Wi-Fi, Business Center",Bed & Breakfast,Non Veg,True,4635,955,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,11:00
JPN3139,Nara Zen Lodge,Tokyo,142,Budget,8000,"Fitness Center, Spa, Free Breakfast, Pet-friendly, Bar, Wi-Fi",Room Only,,True,2134,274,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,15:00,11:00
